meal_id,user_id,meal_type,meal_time,carbs (g),protein (g),fat (g),fiber (g),sugar (g)
U1_D9_Breakfast,1,Breakfast,08:30:00,45.847840336470625,25.34751441496275,20.797706835966068,10.992065829101788,8.039120262566183
U1_D9_Lunch,1,Lunch,17:00:00,40.67678939226099,10.825722700248495,8.521064540071222,4.949268724497951,29.094191122085462
U1_D9_Dinner,1,Dinner,20:00:00,31.87983772436633,31.445481092259524,13.361196254483495,7.918928319736159,20.71936242269944
U1_D9_Snack,1,Snack,22:45:00,43.56835419296304,17.926881268697546,14.222064497886056,6.569935083379939,18.04708515815473
U1_D10_Breakfast,1,Breakfast,08:30:00,24.02836232443235,16.0073980675845,19.169651126047157,9.777057425423878,6.843828296386982
U1_D10_Lunch,1,Lunch,13:00:00,86.49539135439542,34.22593401302735,24.79534053559621,8.639529494215129,23.304477483982502
U1_D10_Dinner,1,Dinner,23:30:00,58.82216540790967,37.5479250749407,12.384201633790708,12.63213986864174,29.666555147162175
U1_D10_Snack,1,Snack,22:45:00,58.31394203729049,31.371292846378367,14.11503582801069,13.116323645940337,7.301477301461688
U1_D11_Breakfast,1,Breakfast,08:00:00,33.909557680868474,17.155702197933415,16.32075892007537,6.544990984942091,
U1_D11_Lunch,1,Lunch,17:00:00,23.277590407622046,31.985869833045886,11.96126068670528,12.579083553609502,9.198421470825757
U1_D11_Dinner,1,Dinner,19:30:00,63.381843533013196,29.82808225169587,7.060111435220691,11.841226385857755,14.438479955424729
U1_D11_Snack,1,Snack,16:00:00,38.30414059882468,16.316036609167412,23.963029119500064,3.0519986765124707,13.460195021329747
U1_D12_Breakfast,1,Breakfast,08:30:00,88.69100133022333,11.316013068733927,5.513157983742696,5.229714981512121,
U1_D12_Lunch,1,Lunch,13:30:00,57.59250691869851,23.952456593536493,9.150515678654143,5.1576857884752565,6.73411936165386
U1_D12_Dinner,1,Dinner,20:00:00,88.2019389830123,,17.38826149144492,3.216879299541556,19.973351879268392
U1_D12_Snack,1,Snack,16:00:00,40.617331644352106,15.083561909033634,6.073650485481821,8.894004930163597,15.615448969167518
U1_D13_Breakfast,1,Breakfast,03:00:00,33.39397612420454,11.260946201716424,8.831497771819585,11.582891529695203,9.94372594910715
U1_D13_Lunch,1,Lunch,13:00:00,20.22480071828725,26.305613776954882,23.998344751904963,7.874619165255904,5.306585289819569
U1_D13_Dinner,1,Dinner,20:00:00,,12.557079268372497,9.243926930688382,14.514897417314002,18.004100953043412
U1_D13_Snack,1,Snack,16:00:00,57.357558064034045,11.409937041017153,13.310188188840755,14.416663257333143,8.702895072863232
U1_D14_Breakfast,1,Breakfast,03:00:00,72.50389695943771,15.105760898038731,7.888399316569508,6.8003748016674725,14.797371393784527
U1_D14_Lunch,1,Lunch,12:30:00,88.52951257562333,14.921677456125549,24.335995772635602,9.37731908446397,8.248581318002774
U1_D14_Dinner,1,Dinner,20:30:00,32.245173811672046,27.148750272353205,22.302153059290706,7.285077935090909,23.997130765921924
U1_D14_Snack,1,Snack,18:00:00,24.508796089119382,17.304590621292473,22.735499959550616,6.670073040267848,5.858283139847188
U1_D15_Breakfast,1,Breakfast,09:00:00,59.41492150897445,33.170827415077795,24.14844979860871,12.743402869824035,23.123497301002107
U1_D15_Lunch,1,Lunch,13:30:00,74.18387902826291,36.0738055363156,10.307568656100008,10.26335587417649,19.389893120085045
U1_D15_Dinner,1,Dinner,20:00:00,52.745633251776304,13.633313225862826,10.528830380545822,8.093503568052592,12.435002328635662
U1_D15_Snack,1,Snack,16:00:00,29.9602934346726,36.43204986660838,8.469572981895306,10.972210655093448,
U1_D16_Breakfast,1,Breakfast,07:30:00,84.96734097399067,24.997032089106142,12.597346623912637,8.469958194301714,20.698239943355563
U1_D16_Lunch,1,Lunch,13:30:00,58.68990755423486,30.866490821002795,12.418367609589042,4.052135777901668,27.80627289412299
U1_D16_Dinner,1,Dinner,20:00:00,69.72426576999052,16.634417617265488,8.136846791409747,5.543415057968767,16.886879436358747
U1_D16_Snack,1,Snack,18:00:00,44.298682745311744,32.3056407317838,10.74054723339203,6.353665599166439,19.725314926421497
U1_D17_Breakfast,1,Breakfast,09:00:00,89.1142038993642,27.41773375617957,12.258868353025163,7.359278698494779,15.942567851610551
U1_D17_Lunch,1,Lunch,12:30:00,78.4627008670563,19.69122138155685,23.006220991388375,10.16756090280387,11.299329793098904
U1_D17_Dinner,1,Dinner,20:00:00,73.32647297991377,27.926030985601326,10.912964426799018,14.641578495039418,11.607647341977932
U1_D17_Snack,1,Snack,16:00:00,47.24810452090077,28.35755233908961,20.338037756776554,9.94468262408985,16.354550211586222
U1_D18_Breakfast,1,Breakfast,08:00:00,58.34858130093647,34.03549593348963,20.653510575154947,10.188677638512736,22.992731244804812
U1_D18_Lunch,1,Lunch,13:00:00,97.80240317402121,24.085261492186213,16.818286560370815,4.35455117739682,17.594568488905686
U1_D18_Dinner,1,Dinner,19:30:00,77.47245868130146,21.638518037835944,20.39291448400205,5.846185955619092,23.389242728333112
U1_D18_Snack,1,Snack,21:30:00,89.27964084241503,10.571229088399235,18.356643377003575,13.696532900596461,9.771152137519525
U1_D19_Breakfast,1,Breakfast,07:30:00,37.01741383671913,18.557108385500413,24.18623439973749,10.496470173965257,8.6583190616889
U1_D19_Lunch,1,Lunch,13:00:00,47.982915471542455,11.75623891585433,12.180367619081863,14.627040575167527,16.83085312546553
U1_D19_Dinner,1,Dinner,20:30:00,72.2380708319908,13.832776435965595,9.040615849670973,13.814475396146575,24.440217321992733
U1_D19_Snack,1,Snack,16:00:00,58.058354566710236,31.671111648468386,11.576860344539803,14.26251735305015,24.326398258110927
U1_D20_Breakfast,1,Breakfast,03:00:00,87.21301093900776,33.107325555371574,18.44215537798145,11.899673155069415,12.035240180241187
U1_D20_Lunch,1,Lunch,14:00:00,35.07591363839879,25.6084963336696,22.332316943874115,12.808980232294225,15.467695492932322
U1_D20_Dinner,1,Dinner,19:30:00,88.58926184221582,14.890007476726662,22.590417411630806,13.880141735081633,5.040443302308091
U1_D20_Snack,1,Snack,16:00:00,47.96809620899155,18.243942902304973,7.227172971281195,7.709659365416535,28.438050189268296
U1_D21_Breakfast,1,Breakfast,08:30:00,,12.0999765009157,7.583372587340396,6.469088123082266,18.945304366897673
U1_D21_Lunch,1,Lunch,17:00:00,68.51610906130901,15.261883044798797,12.552563508815327,13.572823352068792,16.054055879410534
U1_D21_Dinner,1,Dinner,20:00:00,22.11910626340729,27.495230804736966,21.671520233514208,9.057725079677402,26.70709241998851
U1_D21_Snack,1,Snack,10:00:00,36.90145122592565,11.839905175501597,6.6031202337648836,,11.84575568177604
U1_D22_Breakfast,1,Breakfast,09:00:00,92.16302731344561,37.560056367910015,6.411627428033002,12.75056220417259,7.437462301161231
U1_D22_Lunch,1,Lunch,12:30:00,21.190828195304974,14.219907290416055,12.723988595451374,,14.546491197981185
U1_D22_Dinner,1,Dinner,20:30:00,33.37170163313225,22.16728025628967,22.95212245497799,12.900149799111047,10.373117942093966
U1_D22_Snack,1,Snack,16:00:00,20.705701793253066,26.138266600710264,23.346800976461736,14.760625516871206,6.9601936693022814
U1_D23_Breakfast,1,Breakfast,03:00:00,,31.440118301517813,9.242857712828336,8.595364858126237,13.948281852582554
U1_D23_Lunch,1,Lunch,13:00:00,69.7830855612998,26.478749024160322,7.276613439195099,3.4425631970722033,14.279610966446933
U1_D23_Dinner,1,Dinner,19:00:00,70.03319791692215,37.61140260632369,9.565730740470304,3.436192389776932,29.334999047752696
U1_D23_Snack,1,Snack,21:30:00,33.65046905355784,11.073526196990588,5.275538845835732,12.959154135688241,
U1_D24_Breakfast,1,Breakfast,08:30:00,30.862153740315883,20.193212054048608,9.531276098359811,13.887191287629275,27.695431622515013
U1_D24_Lunch,1,Lunch,17:00:00,38.42318394333083,,13.827019459099162,12.77917889551114,26.741127170065372
U1_D24_Dinner,1,Dinner,20:30:00,88.04622197162406,15.154330342915202,8.857674089808555,7.875152639529709,8.216491366480795
U1_D24_Snack,1,Snack,16:00:00,75.9559174392511,12.13261410171349,16.58826808359346,12.571717248709144,22.02792590656516
U1_D25_Breakfast,1,Breakfast,08:00:00,,39.74361631193858,19.540382079177554,8.724798912347488,13.8841335741084
U1_D25_Lunch,1,Lunch,12:30:00,44.66915315808096,23.09172868691197,18.518638987854295,7.38807178758552,17.81876399087964
U1_D25_Dinner,1,Dinner,19:30:00,61.678809646040406,12.350107337361091,23.18172233298964,8.51273029437411,28.009765574701692
U1_D25_Snack,1,Snack,16:00:00,24.50306414565813,21.743604104929517,21.345623181891735,10.767904664819074,25.50047321538426
U1_D26_Breakfast,1,Breakfast,08:00:00,73.60452773897879,22.256910753175752,17.36987880059421,8.577607361343775,22.96782253123916
U1_D26_Lunch,1,Lunch,13:30:00,44.50605453781263,21.307767223732434,24.796469417330137,4.908386845143262,19.659483003907834
U1_D26_Dinner,1,Dinner,19:00:00,42.02502507676076,27.728613427391245,17.197910064756144,11.26115105337674,20.682115993607063
U1_D26_Snack,1,Snack,21:30:00,65.86758624868956,29.06717829580189,19.34377406411374,7.798640018573362,7.984083965897244
U1_D27_Breakfast,1,Breakfast,09:00:00,97.4631688779061,14.484028529284886,11.358089893301955,5.300680110777238,13.545658134804318
U1_D27_Lunch,1,Lunch,17:00:00,,10.81701401181666,8.87668097001625,3.117033499197675,20.75118872084701
U1_D27_Dinner,1,Dinner,19:00:00,49.34811069428069,36.535468144543515,10.20256971270447,9.988665147391542,
U1_D27_Snack,1,Snack,10:00:00,76.06310502352727,,19.188766503689386,11.995729458702122,22.351169638066477
U1_D28_Breakfast,1,Breakfast,09:00:00,73.76154983581867,24.984792154370375,21.94272113064839,4.516593577611538,13.490388591567674
U1_D28_Lunch,1,Lunch,17:00:00,52.159818997775716,31.16824671241286,20.445648545729078,4.037981818066783,9.017307939282038
U1_D28_Dinner,1,Dinner,19:00:00,53.567922991983124,24.184253962867807,10.874123875914979,8.84279538074718,
U1_D28_Snack,1,Snack,22:45:00,,35.91014341074227,9.484485483839533,6.206656280399458,23.090212446019216
U1_D29_Breakfast,1,Breakfast,03:00:00,26.754566228285135,27.144283422838516,23.712024081460225,3.2802567151206117,
U1_D29_Lunch,1,Lunch,12:30:00,49.28512945787414,11.632392005484544,19.3009727879237,14.121426291593568,
U1_D29_Dinner,1,Dinner,23:30:00,,25.210783280922097,20.501394331658283,8.553572436409123,7.1731585619195855
U1_D29_Snack,1,Snack,18:00:00,71.8671215715478,19.697814967497344,6.454094211505441,12.875121618281693,9.66275113860967
U2_D0_Breakfast,2,Breakfast,08:30:00,44.27413106254866,16.76928639009389,13.197045600857052,10.246690493694837,25.630175288247393
U2_D0_Lunch,2,Lunch,12:30:00,58.89734408043984,19.77334934613137,7.577142471697702,14.459699752304019,23.98744466960544
U2_D0_Dinner,2,Dinner,23:30:00,48.416871337599446,37.02838894997739,10.737316208444025,8.647726231567365,17.882680418606014
U2_D0_Snack,2,Snack,16:00:00,77.0921269361535,18.068036034956993,12.197802853450671,13.506040612276053,16.24996650476502
U2_D1_Breakfast,2,Breakfast,08:30:00,44.50846426498838,,14.629654848498372,8.884784273837054,16.539149712970932
U2_D1_Lunch,2,Lunch,14:00:00,28.385102496914794,32.68328177872908,22.062221428915084,12.366187853262723,17.01406689090689
U2_D1_Dinner,2,Dinner,20:30:00,79.93281884044603,31.764789800328007,17.970051411359066,8.57801775565915,13.376644562706433
U2_D1_Snack,2,Snack,10:00:00,25.349042391209295,22.546191753309543,15.374321701620243,4.921309835400269,13.572489097054351
U2_D2_Breakfast,2,Breakfast,07:30:00,64.88773436635256,31.896265699811952,24.776967616524402,14.079516131231076,16.158974509751168
U2_D2_Lunch,2,Lunch,14:00:00,33.8926890044109,34.56586888662963,15.499765290380502,14.86427410227161,14.050575558969431
U2_D2_Dinner,2,Dinner,19:00:00,32.03495394290067,31.383393262864313,13.279681400173569,3.919220552406871,14.038653486251718
U2_D2_Snack,2,Snack,18:00:00,20.519800484455857,37.52655264014523,19.21067273709712,5.544529309924664,9.35871020225786
U2_D3_Breakfast,2,Breakfast,03:00:00,87.18013297142784,15.690769388928084,5.05343200513237,8.875373989594868,22.874333681739962
U2_D3_Lunch,2,Lunch,17:00:00,43.23962354896977,17.828302150090906,15.71031227296226,11.046849660758074,8.646507514490038
U2_D3_Dinner,2,Dinner,20:00:00,30.517150313696444,33.890178437740246,12.326673926874786,7.345208110245431,21.945272428053435
U2_D3_Snack,2,Snack,22:45:00,83.42308475921674,18.15654559812475,12.820349826197363,6.676513809918669,23.765569610704517
U2_D4_Breakfast,2,Breakfast,03:00:00,46.4293565367481,39.795235762887515,23.079142647287508,11.638073650877137,5.592361459509419
U2_D4_Lunch,2,Lunch,13:00:00,30.666352165031245,38.23423689362841,5.133451094639446,13.79380947521702,6.9443162665248845
U2_D4_Dinner,2,Dinner,20:00:00,68.08643534951813,36.01824866663709,9.80863767976935,11.550163412158074,9.357097148938779
U2_D4_Snack,2,Snack,21:30:00,25.63291647604118,22.71291188116095,7.822292904429682,12.759064604595732,12.842699269863644
U2_D5_Breakfast,2,Breakfast,09:00:00,90.30055027151627,13.95052385618342,20.558522131128186,7.548946954854012,16.372142822649547
U2_D5_Lunch,2,Lunch,12:30:00,45.14815487089237,15.232983219814539,11.341040575730464,6.696154840066418,19.741236973765353
U2_D5_Dinner,2,Dinner,23:30:00,77.5969332435904,25.089664697025,20.09655928865781,3.758044040233924,16.547898123397605
U2_D5_Snack,2,Snack,10:00:00,57.052030454514515,26.407998078205733,22.16267911097846,9.069221061996497,26.360326399401206
U2_D6_Breakfast,2,Breakfast,03:00:00,40.62340378359114,30.226564044222503,14.779218902710456,8.561527984413695,5.224034686942246
U2_D6_Lunch,2,Lunch,14:00:00,98.82381632050442,25.554781623746855,12.678523493957204,9.580225695297356,6.046033241289438
U2_D6_Dinner,2,Dinner,20:30:00,65.3798782101575,,15.180417570828586,10.731198116638994,5.519068976429763
U2_D6_Snack,2,Snack,18:00:00,94.56365284824155,33.0724564874148,12.960218808747516,6.488732941889476,8.54893839336472
U2_D7_Breakfast,2,Breakfast,08:30:00,87.62882478420559,32.30720755288782,22.940082073369805,11.607852009617478,24.51863494963839
U2_D7_Lunch,2,Lunch,14:00:00,99.91697445352904,20.173995627731845,13.695445930620558,5.787075164718823,13.32690149990869
U2_D7_Dinner,2,Dinner,20:30:00,92.87346746402537,18.336089972857714,13.743837609274696,3.8423948479342065,16.78434652250617
U2_D7_Snack,2,Snack,16:00:00,28.445025478822295,32.598735090622924,11.925765727853037,11.920054581346768,29.638186913226477
U2_D8_Breakfast,2,Breakfast,08:00:00,89.53241239226645,36.90570259145976,7.5756742382704285,13.160552039377983,17.157110428575436
U2_D8_Lunch,2,Lunch,17:00:00,67.50068682711832,31.296025117252924,19.572477684163374,10.57865748852795,6.1298208350396415
U2_D8_Dinner,2,Dinner,23:30:00,97.97132636655122,28.27373417115949,23.163997518855275,14.6790809354736,23.65396099904455
U2_D8_Snack,2,Snack,18:00:00,75.54756001545056,21.456372472243494,20.352326183837796,4.221615685083343,10.350023816736263
U2_D9_Breakfast,2,Breakfast,07:30:00,23.99382524925184,24.033700422035352,11.06915243814141,11.809051872391993,7.902696154148865
U2_D9_Lunch,2,Lunch,13:00:00,65.68672819661597,33.422172222458464,10.286676609572016,6.239644701457792,21.599781036743718
U2_D9_Dinner,2,Dinner,20:00:00,58.041411205498505,26.307939997811463,17.807052561718834,12.239725725463913,12.026394344930356
U2_D9_Snack,2,Snack,21:30:00,94.35363245189968,,21.57754130801393,11.777988072334944,26.40599820370234
U2_D10_Breakfast,2,Breakfast,07:30:00,23.271910665336478,24.04549274160962,21.36158867853852,12.4104165244925,11.508005600320102
U2_D10_Lunch,2,Lunch,13:00:00,99.6178271458598,34.224691189916186,16.5482667740196,8.484643226279308,17.96026123866371
U2_D10_Dinner,2,Dinner,19:30:00,42.15435756613956,16.441152291751898,21.408853782852166,3.743959837412677,10.256858432841494
U2_D10_Snack,2,Snack,16:00:00,96.2275955686822,11.471383614885955,6.4276304668358115,4.381034643872294,16.293438222316144
U2_D11_Breakfast,2,Breakfast,08:00:00,21.705750374012823,13.857830956338919,18.99208761732013,,29.571633047334583
U2_D11_Lunch,2,Lunch,17:00:00,85.59095138763941,22.73024973020536,23.59899713678019,11.702066891305638,11.879428703668186
U2_D11_Dinner,2,Dinner,23:30:00,74.63428803291733,19.068070199275674,8.393789586391554,14.958894605160776,13.791466980557466
U2_D11_Snack,2,Snack,16:00:00,28.682472250607294,14.878875032448695,21.00819139647612,14.139141466078808,25.97578453397957
U2_D12_Breakfast,2,Breakfast,03:00:00,64.14616712102003,38.27289854880308,18.57373571186106,12.565135625873337,8.428376618746434
U2_D12_Lunch,2,Lunch,12:30:00,73.67942208600931,23.246992640487157,17.04122071920009,10.040996944594317,29.422570312313756
U2_D12_Dinner,2,Dinner,20:30:00,38.214285825263026,32.741170983566235,15.547658091222276,6.060386430304318,22.929146509282727
U2_D12_Snack,2,Snack,21:30:00,79.24475521000296,20.942710055843524,8.499014006361996,12.631484844915107,17.567907674219484
U2_D13_Breakfast,2,Breakfast,07:30:00,87.30275039493647,12.137282106224728,12.923301942186784,13.53433734613025,27.317083336930732
U2_D13_Lunch,2,Lunch,13:00:00,30.888572531558456,34.10850203539736,12.095364986378424,7.9282120090416175,23.79221311220738
U2_D13_Dinner,2,Dinner,23:30:00,62.166939542737865,36.120055388333796,9.722403749106983,14.821803592171236,
U2_D13_Snack,2,Snack,22:45:00,51.7071511442122,39.62725342148413,21.020529776563524,11.343879014499208,10.134616334483507
U2_D14_Breakfast,2,Breakfast,08:00:00,45.36507060138242,11.7720019769051,22.54600145554942,12.839001427255635,22.773665507224123
U2_D14_Lunch,2,Lunch,14:00:00,55.786588204874654,30.042714418849208,14.161137337998639,13.258689333340994,8.892516107158613
U2_D14_Dinner,2,Dinner,23:30:00,57.85804068078182,34.553139983566695,11.686534791802181,3.4403588176250426,23.076240633346156
U2_D14_Snack,2,Snack,21:30:00,27.182378125367464,38.782515945469164,20.438660470252024,7.811875796029186,25.708332800633585
U2_D15_Breakfast,2,Breakfast,08:00:00,39.66341874014185,34.35039640883195,14.454524639824058,10.232293893222872,14.382480781458845
U2_D15_Lunch,2,Lunch,13:00:00,88.28130318039433,20.086076653257727,8.958281244315565,8.217771922782822,18.095447237882066
U2_D15_Dinner,2,Dinner,19:00:00,38.69551015872663,19.10690939882344,13.087080650303498,5.898617544267539,14.264251555375424
U2_D15_Snack,2,Snack,22:45:00,55.95616901509085,25.91928457452429,21.316843538130378,7.595112618323533,27.01402663838114
U2_D16_Breakfast,2,Breakfast,03:00:00,75.75375069574673,36.8519870186077,21.998799400572782,5.320443084741026,12.172230029352939
U2_D16_Lunch,2,Lunch,17:00:00,,13.823902146099538,18.019010514544945,11.406681249917913,19.89756957034203
U2_D16_Dinner,2,Dinner,20:30:00,42.2373067859047,39.12221227732389,6.966634011621274,5.693756255544987,16.295782547926002
U2_D16_Snack,2,Snack,22:45:00,90.58160289851402,16.9917008954816,5.5703083145502745,10.79017654795327,14.125061153229092
U2_D17_Breakfast,2,Breakfast,07:30:00,97.10436404775216,16.197002727330588,10.604694627945301,7.604838866993593,22.702503035263344
U2_D17_Lunch,2,Lunch,13:30:00,84.39600141341933,21.38063943403735,19.265183635820637,8.093488176700601,16.010999111676032
U2_D17_Dinner,2,Dinner,19:30:00,61.093662112634384,22.69863738179682,12.435947095845357,14.401708372961364,28.38889451622488
U2_D17_Snack,2,Snack,21:30:00,89.9852626849121,32.98789631230139,16.390226436811517,5.1653775260347885,6.398957666458542
U2_D18_Breakfast,2,Breakfast,08:30:00,36.83723581236168,32.1152124992643,19.637514454280428,5.513057679127858,25.5539074684816
U2_D18_Lunch,2,Lunch,12:30:00,64.97941787770078,29.170991749861347,22.868525731573385,3.344219676867973,22.357817438367533
U2_D18_Dinner,2,Dinner,20:00:00,22.518468509855403,39.46154551075986,18.372092231412143,,
U2_D18_Snack,2,Snack,21:30:00,49.501246769919085,37.09850191235117,16.27990133160678,5.690248675416857,25.724228119469004
U2_D19_Breakfast,2,Breakfast,03:00:00,27.118927271917237,16.650542830315494,10.147635665946327,5.351775317133271,16.286126628915028
U2_D19_Lunch,2,Lunch,12:30:00,89.17506997887254,15.421211898843994,18.092929427415648,,27.22487532320298
U2_D19_Dinner,2,Dinner,20:00:00,28.017848441225937,13.41515244797284,16.892901777012195,6.260622071747831,10.894424794850186
U2_D19_Snack,2,Snack,21:30:00,23.332186697290815,39.60858096235678,13.816149994525462,3.720501379859211,9.362944083382455
U2_D20_Breakfast,2,Breakfast,03:00:00,86.60563891682327,29.960166362268712,17.50675383712972,13.511140680986347,27.129911793703165
U2_D20_Lunch,2,Lunch,14:00:00,33.15198947044039,35.936113467120066,7.989088887496547,11.289722369397769,12.821971860523032
U2_D20_Dinner,2,Dinner,19:30:00,71.3995179831862,27.227776529654406,18.91030713664421,6.895124932377983,28.87004882438965
U2_D20_Snack,2,Snack,16:00:00,57.71322228903226,11.048156469727093,13.290842030588568,7.2350462217993385,10.368590542495996
U2_D21_Breakfast,2,Breakfast,08:00:00,30.486493312930598,33.57161017634279,17.516151978738787,11.192734251931794,10.324249851563163
U2_D21_Lunch,2,Lunch,13:00:00,27.526973256603284,32.620961019824605,15.122628494055668,6.589878061012929,27.26832096609875
U2_D21_Dinner,2,Dinner,20:00:00,75.35690681001756,30.49299223539245,23.346831578993804,12.006512895429163,18.47208109502705
U2_D21_Snack,2,Snack,16:00:00,89.64936830275464,13.449869487953826,14.90793459856097,11.665480579478515,14.846342083684013
U2_D22_Breakfast,2,Breakfast,03:00:00,97.2299746034145,39.4661696755024,10.079589928161909,7.009547141933236,8.702716194932968
U2_D22_Lunch,2,Lunch,12:30:00,51.23475156704706,25.72073567605018,6.724661748354867,8.331206361123503,18.531858854381447
U2_D22_Dinner,2,Dinner,23:30:00,24.67668202977224,21.12886649475501,23.604186152550195,11.802244076875027,13.072800994648134
U2_D22_Snack,2,Snack,16:00:00,37.789764846880814,16.536128977446616,22.148569693412544,11.51807294485658,12.495432843623862
U2_D23_Breakfast,2,Breakfast,08:00:00,36.228806732708435,20.931246349862832,13.870248252107334,4.585901215704107,27.935811513624614
U2_D23_Lunch,2,Lunch,17:00:00,48.739986040960545,,7.664781777959735,6.576231783224393,5.80242372786796
U2_D23_Dinner,2,Dinner,23:30:00,50.62867178775087,18.477142113304897,19.778648623567513,7.094559314790306,8.225299456026034
U2_D23_Snack,2,Snack,22:45:00,69.21334940650124,15.502878359995094,22.071353372054205,14.464976801901132,12.907505723326095
U2_D24_Breakfast,2,Breakfast,08:00:00,,34.23132004530146,6.637648432166805,,23.032146348054326
U2_D24_Lunch,2,Lunch,14:00:00,39.01453124710094,26.90812473890903,16.742882937503808,14.679266341013403,14.218123280090762
U2_D24_Dinner,2,Dinner,20:30:00,89.13233339713253,36.92255613143564,13.385515702684614,3.372352935731178,29.35000960039662
U2_D24_Snack,2,Snack,21:30:00,44.76095569838074,35.09357408618738,11.880731285873619,4.3770541435774675,16.1376726899892
U2_D25_Breakfast,2,Breakfast,07:30:00,25.49991939388284,37.22963719985007,8.87554259858633,9.692482280864679,5.307867298195999
